Type;Name;Schema;ParentName;ParentType;ParentSchema;Title;Description;CustomField1;CustomField2;CustomField3
TABLE;ProductModelProductDescriptionCulture;Production;AdventureWorks2022;DATABASE;;;Cross-reference table mapping product descriptions and the language the description is written in.;;;
TABLE;ProductPhoto;Production;AdventureWorks;DATABASE;;;Product images.;;Active;
TABLE;ProductPhoto;Production;AdventureWorks2016_EXT;DATABASE;;;Product images.;;;
TABLE;ProductPhoto;Production;AdventureWorks2019;DATABASE;;;Product images.;;;
TABLE;ProductPhoto;Production;AdventureWorks2022;DATABASE;;;Product images.;;;
TABLE;ProductProductPhoto;Production;AdventureWorks;DATABASE;;;Cross-reference table mapping products and product photos.;;Active;
TABLE;ProductProductPhoto;Production;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping products and product photos.;;;
TABLE;ProductProductPhoto;Production;AdventureWorks2019;DATABASE;;;Cross-reference table mapping products and product photos.;;;
TABLE;ProductProductPhoto;Production;AdventureWorks2022;DATABASE;;;Cross-reference table mapping products and product photos.;;;
TABLE;ProductReview;Production;AdventureWorks;DATABASE;;;Customer reviews of products they have purchased.;;Active;
TABLE;ProductReview;Production;AdventureWorks2016_EXT;DATABASE;;;Customer reviews of products they have purchased.;;;
TABLE;ProductReview;Production;AdventureWorks2019;DATABASE;;;Customer reviews of products they have purchased.;;;
TABLE;ProductReview;Production;AdventureWorks2022;DATABASE;;;Customer reviews of products they have purchased.;;;
TABLE;ProductSubcategory;Production;AdventureWorks;DATABASE;;;Product subcategories. See ProductCategory table.;;Active;
TABLE;ProductSubcategory;Production;AdventureWorks2016_EXT;DATABASE;;;Product subcategories. See ProductCategory table.;;;
TABLE;ProductSubcategory;Production;AdventureWorks2019;DATABASE;;;Product subcategories. See ProductCategory table.;;;
TABLE;ProductSubcategory;Production;AdventureWorks2022;DATABASE;;;Product subcategories. See ProductCategory table.;;;
TABLE;ProductVendor;Purchasing;AdventureWorks;DATABASE;;;Cross-reference table mapping vendors with the products they supply.;;Active;
TABLE;ProductVendor;Purchasing;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping vendors with the products they supply.;;;
TABLE;ProductVendor;Purchasing;AdventureWorks2019;DATABASE;;;Cross-reference table mapping vendors with the products they supply.;;;
TABLE;ProductVendor;Purchasing;AdventureWorks2022;DATABASE;;;Cross-reference table mapping vendors with the products they supply.;;;
TABLE;programs;;MANUAL4;DATABASE;;;Collection of programs.;;;
TABLE;projects;;MANUAL4;DATABASE;;;Collection of projects.;;;
TABLE;PurchaseOrderDetail;Purchasing;AdventureWorks;DATABASE;;;Individual products associated with a specific purchase order. See PurchaseOrderHeader.;;Active;
TABLE;PurchaseOrderDetail;Purchasing;AdventureWorks2016_EXT;DATABASE;;;Individual products associated with a specific purchase order. See PurchaseOrderHeader.;;;
TABLE;PurchaseOrderDetail;Purchasing;AdventureWorks2019;DATABASE;;;Individual products associated with a specific purchase order. See PurchaseOrderHeader.;;;
TABLE;PurchaseOrderDetail;Purchasing;AdventureWorks2022;DATABASE;;;Individual products associated with a specific purchase order. See PurchaseOrderHeader.;;;
TABLE;PurchaseOrderHeader;Purchasing;AdventureWorks;DATABASE;;;General purchase order information. See PurchaseOrderDetail.;;Active;
TABLE;PurchaseOrderHeader;Purchasing;AdventureWorks2016_EXT;DATABASE;;;General purchase order information. See PurchaseOrderDetail.;;;
TABLE;PurchaseOrderHeader;Purchasing;AdventureWorks2019;DATABASE;;;General purchase order information. See PurchaseOrderDetail.;;;
TABLE;PurchaseOrderHeader;Purchasing;AdventureWorks2022;DATABASE;;;General purchase order information. See PurchaseOrderDetail.;;;
TABLE;SalesOrderDetail;Sales;AdventureWorks;DATABASE;;;Individual products associated with a specific sales order. See SalesOrderHeader.;;Active;
TABLE;SalesOrderDetail;Sales;AdventureWorks2016_EXT;DATABASE;;;Individual products associated with a specific sales order. See SalesOrderHeader.;;;
TABLE;SalesOrderDetail;Sales;AdventureWorks2019;DATABASE;;;Individual products associated with a specific sales order. See SalesOrderHeader.;;;
TABLE;SalesOrderDetail;Sales;AdventureWorks2022;DATABASE;;;Individual products associated with a specific sales order. See SalesOrderHeader.;;;
TABLE;SalesOrderHeader;Sales;AdventureWorks;DATABASE;;;General sales order information.;;Active;
TABLE;SalesOrderHeader;Sales;AdventureWorks2016_EXT;DATABASE;;;General sales order information.;;;
TABLE;SalesOrderHeader;Sales;AdventureWorks2019;DATABASE;;;General sales order information.;;;
TABLE;SalesOrderHeader;Sales;AdventureWorks2022;DATABASE;;;General sales order information.;;;
TABLE;SalesOrderHeaderSalesReason;Sales;AdventureWorks;DATABASE;;;Cross-reference table mapping sales orders to sales reason codes.;;Active;
TABLE;SalesOrderHeaderSalesReason;Sales;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping sales orders to sales reason codes.;;;
TABLE;SalesOrderHeaderSalesReason;Sales;AdventureWorks2019;DATABASE;;;Cross-reference table mapping sales orders to sales reason codes.;;;
TABLE;SalesOrderHeaderSalesReason;Sales;AdventureWorks2022;DATABASE;;;Cross-reference table mapping sales orders to sales reason codes.;;;
TABLE;SalesPerson;Sales;AdventureWorks;DATABASE;;;Sales representative current information.;;Active;
TABLE;SalesPerson;Sales;AdventureWorks2016_EXT;DATABASE;;;Sales representative current information.;;;
TABLE;SalesPerson;Sales;AdventureWorks2019;DATABASE;;;Sales representative current information.;;;
TABLE;SalesPerson;Sales;AdventureWorks2022;DATABASE;;;Sales representative current information.;;;
TABLE;SalesPersonQuotaHistory;Sales;AdventureWorks;DATABASE;;;Sales performance tracking.;;Active;
TABLE;SalesPersonQuotaHistory;Sales;AdventureWorks2016_EXT;DATABASE;;;Sales performance tracking.;;;
TABLE;SalesPersonQuotaHistory;Sales;AdventureWorks2019;DATABASE;;;Sales performance tracking.;;;
TABLE;SalesPersonQuotaHistory;Sales;AdventureWorks2022;DATABASE;;;Sales performance tracking.;;;
TABLE;SalesReason;Sales;AdventureWorks;DATABASE;;;Lookup table of customer purchase reasons.;;Active;
TABLE;SalesReason;Sales;AdventureWorks2016_EXT;DATABASE;;;Lookup table of customer purchase reasons.;;;
TABLE;SalesReason;Sales;AdventureWorks2019;DATABASE;;;Lookup table of customer purchase reasons.;;;
TABLE;SalesReason;Sales;AdventureWorks2022;DATABASE;;;Lookup table of customer purchase reasons.;;;
TABLE;SalesTaxRate;Sales;AdventureWorks;DATABASE;;;Tax rate lookup table.;;Active;
TABLE;SalesTaxRate;Sales;AdventureWorks2016_EXT;DATABASE;;;Tax rate lookup table.;;;
TABLE;SalesTaxRate;Sales;AdventureWorks2019;DATABASE;;;Tax rate lookup table.;;;
TABLE;SalesTaxRate;Sales;AdventureWorks2022;DATABASE;;;Tax rate lookup table.;;;
TABLE;SalesTerritory;Sales;AdventureWorks;DATABASE;;;Sales territory lookup table.;;Active;
TABLE;SalesTerritory;Sales;AdventureWorks2016_EXT;DATABASE;;;Sales territory lookup table.;;;
TABLE;SalesTerritory;Sales;AdventureWorks2019;DATABASE;;;Sales territory lookup table.;;;
TABLE;SalesTerritory;Sales;AdventureWorks2022;DATABASE;;;Sales territory lookup table.;;;
TABLE;SalesTerritoryHistory;Sales;AdventureWorks;DATABASE;;;Sales representative transfers to other sales territories.;;Active;
TABLE;SalesTerritoryHistory;Sales;AdventureWorks2016_EXT;DATABASE;;;Sales representative transfers to other sales territories.;;;
TABLE;SalesTerritoryHistory;Sales;AdventureWorks2019;DATABASE;;;Sales representative transfers to other sales territories.;;;
TABLE;SalesTerritoryHistory;Sales;AdventureWorks2022;DATABASE;;;Sales representative transfers to other sales territories.;;;
TABLE;ScrapReason;Production;AdventureWorks;DATABASE;;;Manufacturing failure reasons lookup table.;;Active;
TABLE;ScrapReason;Production;AdventureWorks2016_EXT;DATABASE;;;Manufacturing failure reasons lookup table.;;;
TABLE;ScrapReason;Production;AdventureWorks2019;DATABASE;;;Manufacturing failure reasons lookup table.;;;
TABLE;ScrapReason;Production;AdventureWorks2022;DATABASE;;;Manufacturing failure reasons lookup table.;;;
TABLE;Shift;HumanResources;AdventureWorks;DATABASE;;;Work shift lookup table.;;Active;
TABLE;Shift;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Work shift lookup table.;;;
TABLE;Shift;HumanResources;AdventureWorks2019;DATABASE;;;Work shift lookup table.;;;
TABLE;Shift;HumanResources;AdventureWorks2022;DATABASE;;;Work shift lookup table.;;;
TABLE;ShipMethod;Purchasing;AdventureWorks;DATABASE;;;Shipping company lookup table.;;Active;
TABLE;ShipMethod;Purchasing;AdventureWorks2016_EXT;DATABASE;;;Shipping company lookup table.;;;
TABLE;ShipMethod;Purchasing;AdventureWorks2019;DATABASE;;;Shipping company lookup table.;;;
TABLE;ShipMethod;Purchasing;AdventureWorks2022;DATABASE;;;Shipping company lookup table.;;;
TABLE;ShoppingCartItem;Sales;AdventureWorks;DATABASE;;;Contains online customer orders until the order is submitted or cancelled.;;Active;
TABLE;ShoppingCartItem;Sales;AdventureWorks2016_EXT;DATABASE;;;Contains online customer orders until the order is submitted or cancelled.;;;
TABLE;ShoppingCartItem;Sales;AdventureWorks2019;DATABASE;;;Contains online customer orders until the order is submitted or cancelled.;;;
TABLE;ShoppingCartItem;Sales;AdventureWorks2022;DATABASE;;;Contains online customer orders until the order is submitted or cancelled.;;;
TABLE;SpecialOffer;Sales;AdventureWorks;DATABASE;;;Sale discounts lookup table.;;Active;
TABLE;SpecialOffer;Sales;AdventureWorks2016_EXT;DATABASE;;;Sale discounts lookup table.;;;
TABLE;SpecialOffer;Sales;AdventureWorks2019;DATABASE;;;Sale discounts lookup table.;;;
TABLE;SpecialOffer;Sales;AdventureWorks2022;DATABASE;;;Sale discounts lookup table.;;;
TABLE;SpecialOfferProduct;Sales;AdventureWorks;DATABASE;;;Cross-reference table mapping products to special offer discounts.;;Active;
TABLE;SpecialOfferProduct;Sales;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping products to special offer discounts.;;;
TABLE;SpecialOfferProduct;Sales;AdventureWorks2019;DATABASE;;;Cross-reference table mapping products to special offer discounts.;;;
TABLE;SpecialOfferProduct;Sales;AdventureWorks2022;DATABASE;;;Cross-reference table mapping products to special offer discounts.;;;
TABLE;StateProvince;Person;AdventureWorks;DATABASE;;;State and province lookup table.;;Active;
TABLE;StateProvince;Person;AdventureWorks2016_EXT;DATABASE;;;State and province lookup table.;;;
TABLE;StateProvince;Person;AdventureWorks2019;DATABASE;;;State and province lookup table.;;;
TABLE;StateProvince;Person;AdventureWorks2022;DATABASE;;;State and province lookup table.;;;
TABLE;Store;Sales;AdventureWorks;DATABASE;;;Customers (resellers) of Adventure Works products.;;Active;
TABLE;Store;Sales;AdventureWorks2016_EXT;DATABASE;;;Customers (resellers) of Adventure Works products.;;;
TABLE;Store;Sales;AdventureWorks2019;DATABASE;;;Customers (resellers) of Adventure Works products.;;;
TABLE;Store;Sales;AdventureWorks2022;DATABASE;;;Customers (resellers) of Adventure Works products.;;;
TABLE;TrackingEvent;Sales;AdventureWorks2016_EXT;DATABASE;;;Tracking event lookup table.;;;
TABLE;TransactionHistory;Production;AdventureWorks;DATABASE;;;Record of each purchase order, sales order, or work order transaction year to date.;;Active;
TABLE;TransactionHistory;Production;AdventureWorks2016_EXT;DATABASE;;;Record of each purchase order, sales order, or work order transaction year to date.;;;
TABLE;TransactionHistory;Production;AdventureWorks2019;DATABASE;;;Record of each purchase order, sales order, or work order transaction year to date.;;;
TABLE;TransactionHistory;Production;AdventureWorks2022;DATABASE;;;Record of each purchase order, sales order, or work order transaction year to date.;;;
TABLE;TransactionHistoryArchive;Production;AdventureWorks;DATABASE;;;Transactions for previous years.;;Active;
TABLE;TransactionHistoryArchive;Production;AdventureWorks2016_EXT;DATABASE;;;Transactions for previous years.;;;
TABLE;TransactionHistoryArchive;Production;AdventureWorks2019;DATABASE;;;Transactions for previous years.;;;
TABLE;TransactionHistoryArchive;Production;AdventureWorks2022;DATABASE;;;Transactions for previous years.;;;
TABLE;UnitMeasure;Production;AdventureWorks;DATABASE;;;Unit of measure lookup table.;;Active;
TABLE;UnitMeasure;Production;AdventureWorks2016_EXT;DATABASE;;;Unit of measure lookup table.;;;
TABLE;UnitMeasure;Production;AdventureWorks2019;DATABASE;;;Unit of measure lookup table.;;;
TABLE;UnitMeasure;Production;AdventureWorks2022;DATABASE;;;Unit of measure lookup table.;;;
TABLE;Vendor;Purchasing;AdventureWorks;DATABASE;;;Companies from whom Adventure Works Cycles purchases parts or other goods.;;Active;
TABLE;Vendor;Purchasing;AdventureWorks2016_EXT;DATABASE;;;Companies from whom Adventure Works Cycles purchases parts or other goods.;;;
TABLE;Vendor;Purchasing;AdventureWorks2019;DATABASE;;;Companies from whom Adventure Works Cycles purchases parts or other goods.;;;
TABLE;Vendor;Purchasing;AdventureWorks2022;DATABASE;;;Companies from whom Adventure Works Cycles purchases parts or other goods.;;;
TABLE;WorkOrder;Production;AdventureWorks;DATABASE;;;Manufacturing work orders.;;Active;
TABLE;WorkOrder;Production;AdventureWorks2016_EXT;DATABASE;;;Manufacturing work orders.;;;
TABLE;WorkOrder;Production;AdventureWorks2019;DATABASE;;;Manufacturing work orders.;;;
TABLE;WorkOrder;Production;AdventureWorks2022;DATABASE;;;Manufacturing work orders.;;;
TABLE;WorkOrderRouting;Production;AdventureWorks;DATABASE;;;Work order details.;;Active;
TABLE;WorkOrderRouting;Production;AdventureWorks2016_EXT;DATABASE;;;Work order details.;;;
